Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções
AJUDANTE DE REFRIGER,EMPRESA A,A08858,21,RJ,Alto,1,"0,95","0,0","0,0","1,0","0,0","1,0","1,0","0,0"
TEC EM SEGURANCA JR,EMPRESA A,A08681,21,SP,Alto,1,"1,03","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
SOLDADOR PL,EMPRESA A,A08509,21,PR,Alto,1,"1,1","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
AUX ALMOXARIFE,EMPRESA A,A11396,21,GO,Alto,1,"1,11","0,0","0,0","0,0","2,0","0,0","1,0","1,0"
MECANICO JR,EMPRESA A,A08265,21,MG,Alto,1,"1,17","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
SOLDADOR PL,EMPRESA A,A08104,21,MG,Médio,1,"1,24","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
AJUDANTE DE MECANICO,EMPRESA A,A08092,21,SP,Alto,1,"1,24","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A08069,21,MG,Alto,1,"1,25","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A07936,21,SP,Alto,1,"1,31","0,0","0,0","1,0","0,0","1,0","1,0","1,0"
SOLDADOR,EMPRESA A,A07840,21,MG,Alto,1,"1,36","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
ASSIST ADM PL,EMPRESA A,A08930,21,SP,Médio,1,"1,52","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B05828,21,GO,Alto,1,"1,55","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
APRENDIZ,EMPRESA A,A07288,21,PE,Baixo,1,"1,58","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA A,A07280,21,RJ,Alto,1,"1,58","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07233,21,MG,Alto,1,"1,6","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
ASSIST ADM PL,EMPRESA B,B06881,21,SP,Alto,1,"1,6","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA A,A06783,21,MG,Médio,1,"1,81","1,0","0,0","0,0","0,0","1,0","1,0","3,0"
PROGRAMADOR MANUT JR,EMPRESA A,A06551,21,GO,Alto,1,"1,92","0,0","0,0","1,0","0,0","1,0","1,0","4,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A05783,21,MG,Alto,1,"2,38","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A05684,21,SP,Alto,1,"2,43","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
ELETR. MANUTENCAO JR,EMPRESA A,A04574,21,SP,Alto,1,3,"0,0","0,0","1,0","0,0","1,0","0,0","1,0"
ALMOXARIFE PL,EMPRESA A,A04050,21,MT,Alto,1,"3,48","0,0","0,0","0,0","0,0","1,0","1,0","4,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11525,21,SP,Alto,1,"0,02","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
SERRALHEIRO,EMPRESA C,C03995,21,MG,Baixo,1,"0,04","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07213,21,SP,Alto,1,"0,16","1,0","1,0","1,0","2,0","0,0","0,0","0,0"
TELHADISTA II,EMPRESA C,C03934,21,SP,Baixo,1,"0,16","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07179,21,MG,Alto,1,"0,2","1,0","1,0","1,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06932,21,SP,Alto,1,"0,42","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA A,A10300,21,SP,Médio,1,"0,43","0,0","1,0","1,0","0,0","1,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA C,C03620,21,SP,Alto,1,"0,7","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
TELHADISTA,EMPRESA C,C03615,21,SP,Alto,1,"0,72","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA A,A08820,21,SP,Alto,1,"0,97","0,0","1,0","1,0","0,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B06294,21,SP,Alto,1,"1,14","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA C,C03369,21,SP,Médio,1,"1,35","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX JARDINAGEM,EMPRESA B,B05963,21,MG,Alto,1,"1,49","1,0","1,0","1,0","0,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B05853,21,SP,Alto,1,"1,54","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A07338,21,SP,Alto,1,"1,55","0,0","1,0","1,0","0,0","0,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05791,21,SP,Alto,1,"1,57","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA C,C03188,21,SP,Alto,1,"1,65","0,0","1,0","0,0","1,0","1,0","0,0","0,0"
ANALISTASISTA ADM JR,EMPRESA C,C02621,21,SP,Médio,1,"2,69","0,0","1,0","0,0","0,0","1,0","0,0","4,0"
AUX JARDINAGEM,EMPRESA B,B07369,22,MG,Alto,1,"-0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11579,22,MG,Médio,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA A,A11505,22,SP,Alto,1,"0,03","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11457,22,MG,Médio,1,"0,06","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11446,22,MG,Médio,1,"0,07","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
PINTOR PREDIAL,EMPRESA A,A11439,22,MG,Alto,1,"0,07","1,0","0,0","1,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07302,22,MT,Alto,1,"0,07","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
AUX ADM PL,EMPRESA A,A11444,22,SP,Alto,1,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A11381,22,RS,Alto,1,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A11100,22,MG,Alto,1,"0,16","1,0","0,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A11198,22,SP,Alto,1,"0,16","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUXILIAR ALMOXARIFE,EMPRESA A,A11044,22,TO,Alto,1,"0,19","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUXILIAR SEG DO TRAB,EMPRESA A,A11017,22,MG,Baixo,1,"0,2","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX ADM PL,EMPRESA A,A10966,22,RJ,Alto,1,"0,2","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10941,22,MG,Médio,1,"0,22","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07157,22,PE,Alto,1,"0,22","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10737,22,MT,Alto,1,"0,28","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10718,22,SP,Alto,1,"0,28","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10673,22,MT,Alto,1,"0,3","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10674,22,MT,Alto,1,"0,3","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A10676,22,SP,Alto,1,"0,3","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A10619,22,MG,Alto,1,"0,32","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A10631,22,SP,Alto,1,"0,32","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ASSIST FINANCEIRO,EMPRESA A,A10602,22,SP,Baixo,1,"0,33","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
ASSIST ADM JR,EMPRESA A,A10549,22,PR,Médio,1,"0,34","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10529,22,MG,Médio,1,"0,36","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B07015,22,BA,Alto,1,"0,37","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10471,22,MG,Médio,1,"0,37","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B06991,22,SP,Alto,1,"0,39","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA B,B06984,22,GO,Médio,1,"0,4","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10389,22,MG,Alto,1,"0,41","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06876,22,MT,Alto,1,"0,52","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
JARDINEIRO,EMPRESA B,B06866,22,SP,Alto,1,"0,53","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A09986,22,SP,Alto,1,"0,55","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
AUXILIAR SEG DO TRAB,EMPRESA A,A09988,22,SP,Alto,1,"0,55","0,0","0,0","1,0","0,0","1,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A09962,22,SP,Alto,1,"0,57","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
ALMOXARIFE,EMPRESA A,A09742,22,MG,Alto,1,"0,64","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09746,22,MG,Alto,1,"0,64","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09507,22,MG,Médio,1,"0,73","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
1/2 OFICIAL ELETRICA,EMPRESA A,A09490,22,MG,Alto,1,"0,74","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09474,22,MG,Médio,1,"0,74","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
ASS SUPRIMENTOS JR,EMPRESA A,A09479,22,SP,Alto,1,"0,74","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUXILIAR SEG DO TRAB,EMPRESA A,A09435,22,MG,Médio,1,"0,76","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09358,22,MG,Médio,1,"0,77","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09251,22,MG,Alto,1,"0,81","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09252,22,MG,Alto,1,"0,81","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06602,22,ES,Alto,1,"0,85","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09143,22,MG,Médio,1,"0,85","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
TEC EM SEGURANCA JR,EMPRESA A,A09119,22,MG,Médio,1,"0,85","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06607,22,SP,Alto,1,"0,85","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A08805,22,MG,Médio,1,"0,99","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA A,A08743,22,MG,Alto,1,"1,01","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A08725,22,SP,Médio,1,"1,02","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06408,22,TO,Alto,1,"1,05","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08601,22,MG,Alto,1,"1,07","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06386,22,TO,Alto,1,"1,07","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A08525,22,MG,Alto,1,"1,09","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA B,B06325,22,GO,Médio,1,"1,11","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A09175,22,GO,Alto,1,"1,11","0,0","0,0","0,0","0,0","1,0","1,0","3,0"
AUX SERV GERAIS,EMPRESA A,A08486,22,MG,Alto,1,"1,11","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06216,22,RS,Alto,1,"1,23","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE ELETRICA,EMPRESA A,A07729,22,MG,Alto,1,"1,41","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
ARTIFICE CIVIL,EMPRESA A,A07585,22,SP,Alto,1,"1,45","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07542,22,MG,Alto,1,"1,49","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
ELETR. MANUTENCAO PL,EMPRESA A,A07513,22,SP,Alto,1,"1,51","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ALMOXARIFE JUNIOR,EMPRESA A,A09173,22,MT,Alto,1,"1,56","0,0","0,0","0,0","1,0","0,0","0,0","2,0"
TEC EM SEGURANCA JR,EMPRESA A,A07303,22,MG,Alto,1,"1,57","1,0","0,0","0,0","0,0","1,0","1,0","3,0"
APRENDIZ,EMPRESA A,A07289,22,PE,Baixo,1,"1,58","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07246,22,MG,Alto,1,"1,59","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
ASSIST ADM PL,EMPRESA A,A07156,22,SP,Alto,1,"1,62","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ALMOXARIFE,EMPRESA A,A07057,22,SP,Médio,1,"1,67","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
RECEPCIONISTA BILING,EMPRESA B,B05719,22,SP,Médio,1,"1,69","0,0","0,0","1,0","0,0","1,0","1,0","0,0"
MECANICO SR,EMPRESA A,A06800,22,MT,Alto,1,"1,8","1,0","0,0","1,0","0,0","1,0","0,0","2,0"
MECANICO PL,EMPRESA A,A06677,22,MT,Alto,1,"1,85","1,0","0,0","1,0","0,0","1,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA B,B05330,22,ES,Alto,1,"2,12","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A06123,22,MG,Médio,1,"2,18","0,0","0,0","0,0","0,0","1,0","1,0","3,0"
ANALISTAS. FATURAMENTO PL,EMPRESA A,A05447,22,MG,Alto,1,"2,57","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
ASSIS. DE MANUTENCAO,EMPRESA A,A05341,22,SP,Alto,1,"2,6","0,0","0,0","0,0","1,0","1,0","1,0","3,0"
LIDER DE MANUTENCAO,EMPRESA A,A05232,22,MG,Médio,1,"2,67","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
AUX JARDINAGEM,EMPRESA A,A04627,22,RJ,Alto,1,"2,94","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A04334,22,MG,Alto,1,"3,2","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
ASSIST ADM PL,EMPRESA B,B05921,22,PR,Alto,1,"3,51","1,0","0,0","0,0","0,0","0,0","1,0","2,0"
ALMOXARIFE LIDER,EMPRESA A,A01727,22,MT,Alto,1,"5,43","0,0","0,0","0,0","1,0","1,0","1,0","6,0"
TEC EM SEGURANCA PL,EMPRESA C,C04012,22,SP,Alto,1,"-0,01","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA C,C03969,22,SP,Alto,1,"0,11","0,0","1,0","1,0","0,0","0,0","0,0","1,0"
AJUDANTE DE MECANICO,EMPRESA C,C03943,22,MG,Alto,1,"0,14","0,0","1,0","0,0","0,0","0,0","1,0","0,0"
TEC PLANEJA PL,EMPRESA C,C03925,22,SP,Médio,1,"0,18","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA C,C03903,22,SP,Alto,1,"0,23","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07115,22,SP,Alto,1,"0,28","1,0","1,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07116,22,SP,Alto,1,"0,28","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA C,C03852,22,SP,Médio,1,"0,35","0,0","1,0","0,0","0,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B07046,22,SP,Alto,1,"0,36","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10376,22,SP,Alto,1,"0,41","1,0","1,0","1,0","0,0","0,0","0,0","0,0"
SOLDADOR PL,EMPRESA C,C03684,22,SP,Alto,1,"0,63","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
1/2 OFICIAL ELETRICA,EMPRESA A,A09233,22,SP,Alto,1,"0,81","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA C,C03123,22,SP,Alto,1,"1,82","0,0","1,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE DE MECANICO,EMPRESA C,C02633,22,SP,Alto,1,"2,61","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
TELHADISTA II,EMPRESA C,C02014,22,SP,Alto,1,"3,96","0,0","1,0","0,0","0,0","0,0","1,0","1,0"
ASSIST ADM JR,EMPRESA A,A11609,23,SP,Médio,1,"-0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11610,23,MG,Médio,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07361,23,SP,Alto,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07344,23,MG,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A11587,23,TO,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A11544,23,SP,Alto,1,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO PL,EMPRESA A,A11428,23,MS,Alto,1,"0,07","0,0","0,0","1,0","3,0","0,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A11441,23,MS,Alto,1,"0,07","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C03982,23,SP,Alto,1,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07267,23,SP,Alto,1,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11304,23,MG,Alto,1,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11251,23,MG,Alto,1,"0,14","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07228,23,BA,Alto,1,"0,15","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11235,23,MG,Alto,1,"0,15","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM JR,EMPRESA A,A11219,23,SP,Alto,1,"0,15","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
TEC INSTRUMENTACAO,EMPRESA A,A11242,23,SP,Alto,1,"0,15","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11088,23,MG,Alto,1,"0,17","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07201,23,MT,Alto,1,"0,18","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
1/2 OFICIAL ELETRICA,EMPRESA A,A11063,23,SP,Alto,1,"0,18","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11029,23,MG,Médio,1,"0,19","1,0","0,0","1,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11026,23,MG,Alto,1,"0,2","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10919,23,GO,Alto,1,"0,23","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10811,23,SP,Médio,1,"0,26","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10752,23,MG,Médio,1,"0,28","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A10719,23,RJ,Alto,1,"0,28","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A10698,23,MG,Médio,1,"0,29","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA A,A10656,23,MG,Médio,1,"0,31","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX MECANICO REFRIGE,EMPRESA A,A10581,23,MG,Alto,1,"0,32","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10596,23,GO,Alto,1,"0,33","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10522,23,MG,Médio,1,"0,36","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07019,23,BA,Alto,1,"0,37","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07021,23,BA,Alto,1,"0,37","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10474,23,MG,Alto,1,"0,37","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10438,23,MG,Médio,1,"0,39","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
AUX ADM JR,EMPRESA A,A10375,23,SP,Alto,1,"0,41","0,0","0,0","1,0","0,0","1,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A10198,23,SP,Alto,1,"0,47","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
RECEPCIONISTA,EMPRESA A,A10127,23,TO,Alto,1,"0,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA A,A10074,23,SP,Médio,1,"0,52","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ALMOXARIFE,EMPRESA A,A09996,23,MG,Alto,1,"0,54","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
ANALISTASISTA DE DADOS JR,EMPRESA A,A09992,23,MG,Alto,1,"0,54","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A09975,23,SP,Alto,1,"0,56","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09745,23,MG,Médio,1,"0,64","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA A,A09747,23,SP,Alto,1,"0,64","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09611,23,BA,Alto,1,"0,68","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OF DE MANUTENCAO,EMPRESA A,A09534,23,SP,Baixo,1,"0,7","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
MECANICO JR,EMPRESA A,A09508,23,MG,Alto,1,"0,73","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09476,23,MG,Alto,1,"0,74","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09427,23,MG,Alto,1,"0,76","1,0","0,0","0,0","0,0","1,0","1,0","3,0"
TEC EM SEGURANCA SR,EMPRESA A,A09386,23,PR,Médio,1,"0,77","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06661,23,ES,Alto,1,"0,78","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A09278,23,MG,Alto,1,"0,78","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A09229,23,MG,Alto,1,"0,81","1,0","0,0","0,0","2,0","1,0","1,0","2,0"
TEC EM SEGURANCA JR,EMPRESA A,A09210,23,MG,Médio,1,"0,83","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09162,23,MG,Alto,1,"0,84","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
1/2 OFICIAL ELETRICA,EMPRESA A,A09160,23,MG,Alto,1,"0,85","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A08850,23,SP,Alto,1,"0,95","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
LUBRIFICADOR PL,EMPRESA A,A08816,23,MG,Alto,1,"0,98","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM JR,EMPRESA A,A08800,23,SP,Alto,1,"0,98","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
CARPINTEIRO,EMPRESA A,A08664,23,MG,Alto,1,"1,03","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A08710,23,TO,Alto,1,"1,03","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
MECANICO JR,EMPRESA A,A08616,23,SP,Alto,1,"1,06","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC. ELET. MANUT PL,EMPRESA A,A08540,23,MG,Alto,1,"1,08","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
